has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
X,17007087,Magic Mule,LRL,2025-10-26,10,USA,AOC, ,7.0, ,7F,D,3,8,8,0,0,5,4,880,380,0,0,610,455,0,0,0,0,10,125,600,8,54000,17007087_LRL_2025-10-26_10
X,17007087,Magic Mule,LRL,2025-12-13,7,USA,AOC, ,6.0, ,6F,D,6,6,5,0,0,5,5,650,700,0,0,800,850,0,100,0,0,250,750,282,6,53795,17007087_LRL_2025-12-13_7
X,17007087,Magic Mule,LRL,2025-12-21,7,USA,AOC, ,8.0, ,1M,D,2,2,1,1,0,6,7,100,0,0,0,660,1375,10,10,50,0,450,450,762,8,54000,17007087_LRL_2025-12-21_7
X,17007087,Magic Mule,LRL,2026-01-09,9,USA,AOC, ,6.0, ,6F,D,1,6,6,0,0,6,6,820,860,0,0,1010,755,0,0,0,0,0,0,625,6,57770,17007087_LRL_2026-01-09_9
X,18015442,Magic Spin,LRL,2025-10-24,7,USA,SOC, ,6.0, ,6F,D,8,4,3,0,0,3,3,160,310,0,0,500,550,50,250,0,0,150,225,148,9,41830,18015442_LRL_2025-10-24_7
X,18015442,Magic Spin,LRL,2025-11-09,8,USA,SOC, ,6.0, ,6F,D,7,3,4,0,0,6,5,150,260,0,0,90,200,150,150,0,0,250,275,49,7,32980,18015442_LRL_2025-11-09_8
X,18015442,Magic Spin,LRL,2025-11-29,9,USA,SOC, ,6.0, ,6F,D,5,7,7,0,0,5,5,610,1150,0,0,910,1100,200,250,0,0,150,700,79,8,30435,18015442_LRL_2025-11-29_9
X,18015442,Magic Spin,LRL,2025-12-12,6,USA,SOC, ,7.0, ,7F,D,6,7,8,0,0,6,5,910,960,0,0,1050,700,10,0,0,0,100,200,103,8,25020,18015442_LRL_2025-12-12_6
X,18015442,Magic Spin,LRL,2026-01-10,6,USA,CLM, ,6.0, ,6F,D,8,9,8,0,0,6,6,530,320,0,0,750,885,10,100,0,0,300,10,111,11,21180,18015442_LRL_2026-01-10_6
X,19016067,Magnolia Midnight,KEE,2025-10-18,1,USA,CLM, ,7.0,A,7F,D,4,1,1,0,0,7,6,0,0,0,0,920,1755,50,50,0,0,0,125,41,7,73000,19016067_KEE_2025-10-18_1
X,19016067,Magnolia Midnight,AQU,2025-12-27,10,USA,AOC, ,8.0, ,1M,D,10,1,3,6,0,9,10,0,60,370,0,1070,2250,10,50,100,0,50,225,463,11,90000,19016067_AQU_2025-12-27_10
X,19016067,Magnolia Midnight,AQU,2026-01-15,6,USA,SOC, ,8.0, ,1M,D,5,3,3,4,0,4,5,60,110,320,0,900,1800,150,100,50,0,10,625,289,6,62000,19016067_AQU_2026-01-15_6
 ,22004783,Maidstone,PID,2025-09-22,5,USA,ALW, ,6.0, ,6F,D,2,3,4,0,0,4,4,400,400,0,0,710,1525,50,0,0,0,0,0,35,4,38000,22004783_PID_2025-09-22_5
 ,22004783,Maidstone,PEN,2025-11-28,6,USA,ALW, ,6.0, ,6F,D,8,9,9,0,0,9,8,580,390,0,0,1170,1350,200,100,0,0,10,250,68,10,35000,22004783_PEN_2025-11-28_6
X,22004783,Maidstone,AQU,2026-01-02,8,USA,CLM, ,6.5, ,6 1/2F,D,2,2,2,0,0,5,4,100,350,0,0,750,300,100,100,0,0,50,5,151,8,41000,22004783_AQU_2026-01-02_8
X,21005927,Mainstream Sellout,LRL,2025-11-08,5,USA,SOC, ,8.0, ,1M,T,5,6,5,5,0,6,2,660,550,370,0,510,200,100,50,150,0,100,5,320,10,34045,21005927_LRL_2025-11-08_5
X,21005927,Mainstream Sellout,LRL,2025-11-15,7,USA,ALW, ,9.0, ,1 1/8M,T,10,3,3,3,0,10,10,200,110,210,0,920,1180,150,100,10,0,0,0,767,10,53205,21005927_LRL_2025-11-15_7
X,21005927,Mainstream Sellout,LRL,2025-11-27,5,USA,CLM, ,8.0, ,1M,D,8,2,1,2,0,3,4,10,0,150,0,550,1130,50,10,10,0,250,475,112,9,21530,21005927_LRL_2025-11-27_5
X,21005927,Mainstream Sellout,LRL,2025-12-27,5,USA,ALW, ,8.5, ,1 1/16M,D,5,4,2,5,0,6,6,70,300,760,0,1460,2060,150,10,150,0,0,0,462,6,55615,21005927_LRL_2025-12-27_5
X,20017096,Major Houlihan,LRL,2025-06-20,2,USA,CLM, ,8.0, ,1M,D,2,2,2,1,0,2,1,100,50,0,0,100,0,100,300,50,0,400,100,19,5,15655,20017096_LRL_2025-06-20_2
 ,20017096,Major Houlihan,DEL,2025-07-19,1,USA,CLM, ,8.0, ,1M,D,3,1,1,1,0,2,2,0,0,0,0,100,75,50,50,10,0,200,150,14,7,17000,20017096_DEL_2025-07-19_1
X,20017096,Major Houlihan,LRL,2025-11-28,5,USA,CLM, ,8.5, ,1 1/16M,D,7,2,2,2,0,2,3,200,250,100,0,350,725,500,200,300,0,350,325,78,8,21300,20017096_LRL_2025-11-28_5
X,23006394,Make It Quick,LRL,2025-11-16,2,USA,MSW, ,6.0, ,6F,D,5,3,6,0,0,6,6,210,900,0,0,1460,3325,10,0,0,0,0,0,37,6,45000,23006394_LRL_2025-11-16_2
 ,21017501,Maliblue,PRX,2025-11-10,10,USA,CLM, ,6.0, ,6F,D,4,4,5,0,0,8,8,160,210,0,0,9999,9999,100,50,0,0,9999,9999,84,8,21000,21017501_PRX_2025-11-10_10
 ,21017501,Maliblue,PEN,2025-12-19,10,USA,CLM, ,6.0, ,6F,D,5,2,2,0,0,1,1,100,10,0,0,0,0,150,100,0,0,100,125,76,7,12000,21017501_PEN_2025-12-19_10
 ,21017501,Maliblue,PRX,2026-01-14,10,USA,CLM, ,6.0, ,6F,D,1,2,2,0,0,1,1,50,10,0,0,0,0,100,50,0,0,100,300,122,10,21000,21017501_PRX_2026-01-14_10
X,18007346,Manor House,CNL,2025-09-05,3,USA,AOC, ,6.5, ,6 1/2F,D,6,3,3,0,0,4,3,60,60,0,0,110,225,150,50,0,0,100,5,399,6,74000,18007346_CNL_2025-09-05_3
X,18007346,Manor House,LRL,2025-10-26,10,USA,AOC, ,7.0, ,7F,D,8,1,1,0,0,2,2,0,0,0,0,10,5,50,10,0,0,150,200,41,8,54000,18007346_LRL_2025-10-26_10
X,18007346,Manor House,LRL,2025-11-14,4,USA,AOC, ,8.5, ,1 1/16M,D,6,3,4,4,0,7,7,200,400,500,0,720,1625,10,100,50,0,0,0,47,7,54295,18007346_LRL_2025-11-14_4
X,22009594,Manseeyasway,CNL,2025-09-04,3,USA,MSW, ,5.0, ,5F,T,4,6,7,0,0,8,8,420,460,0,0,660,805,10,200,0,0,0,0,493,8,70000,22009594_CNL_2025-09-04_3
 ,22009594,Manseeyasway,CT ,2025-09-19,4,USA,MSW, ,6.5, ,6 1/2F,D,7,3,2,0,0,3,3,150,50,0,0,110,525,50,100,0,0,200,100,85,8,30600,22009594_CT_2025-09-19_4
X,22009594,Manseeyasway,LRL,2025-11-22,9,USA,MSW, ,6.0, ,6F,D,7,3,4,0,0,5,6,160,170,0,0,560,1275,100,150,0,0,150,200,209,8,54345,22009594_LRL_2025-11-22_9
X,22009594,Manseeyasway,LRL,2025-12-21,5,USA,MCL, ,6.0, ,6F,D,3,3,3,0,0,2,3,160,110,0,0,250,675,250,350,0,0,10,75,151,7,30500,22009594_LRL_2025-12-21_5
 ,22009594,Manseeyasway,CT ,2026-01-14,5,USA,MSW, ,4.5, ,4 1/2F,D,7,4,0,0,0,3,3,160,0,0,0,250,475,10,0,0,0,10,250,24,8,30600,22009594_CT_2026-01-14_5
X,22000564,Map to the Moon,LRL,2025-10-25,2,USA,CLM, ,8.5, ,1 1/16M,D,1,6,3,5,0,5,5,410,110,610,0,700,1050,250,50,150,0,50,450,85,7,23220,22000564_LRL_2025-10-25_2
X,22000564,Map to the Moon,LRL,2025-11-15,10,USA,CLM, ,5.5, ,5 1/2F,D,3,7,7,0,0,6,4,810,950,0,0,1050,675,0,0,0,0,50,400,80,7,23220,22000564_LRL_2025-11-15_10
X,22000564,Map to the Moon,LRL,2025-12-07,3,USA,CLM, ,6.0, ,6F,D,1,5,5,0,0,5,4,400,900,0,0,710,800,50,10,0,0,50,350,117,8,24050,22000564_LRL_2025-12-07_3
X,22000564,Map to the Moon,LRL,2025-12-28,6,USA,CLM, ,7.0, ,7F,D,6,5,5,0,0,9,7,360,550,0,0,1270,1725,200,100,0,0,0,500,442,9,24550,22000564_LRL_2025-12-28_6
X,21002357,Margaret P,LRL,2025-09-21,9,USA,MCL, ,7.0, ,7F,D,4,3,3,0,0,2,1,400,300,0,0,50,0,300,10,0,0,350,275,15,7,34100,21002357_LRL_2025-09-21_9
X,21002357,Margaret P,LRL,2025-10-24,2,USA,CLM, ,6.0, ,6F,D,2,5,7,0,0,7,7,350,850,0,0,760,1005,100,0,0,0,0,0,290,7,45300,21002357_LRL_2025-10-24_2
X,21002357,Margaret P,LRL,2025-11-27,4,USA,SOC, ,7.0, ,7F,D,3,4,5,0,0,3,3,250,400,0,0,210,500,150,150,0,0,200,225,142,7,30950,21002357_LRL_2025-11-27_4
X,19006044,Margin of Air,SAR,2025-08-22,7,USA,CLM, ,9.0, ,1 1/8M,D,1,2,2,2,0,1,2,150,150,50,0,0,400,350,200,150,0,10,250,22,7,58000,19006044_SAR_2025-08-22_7
 ,19006044,Margin of Air,PRX,2025-10-27,8,USA,CLM, ,8.0, ,1M,D,3,2,2,2,0,1,1,100,50,50,0,0,0,200,200,200,0,400,475,50,5,35000,19006044_PRX_2025-10-27_8
 ,19006044,Margin of Air,PRX,2025-11-25,9,USA,AOC, ,8.5, ,1 1/16M,D,2,3,2,2,0,2,4,160,100,150,0,500,875,10,150,400,0,100,75,40,8,52000,19006044_PRX_2025-11-25_9
X,22005925,Market Watch,CD ,2024-09-25,5,USA,MSW, ,6.0, ,6F,D,6,10,10,0,0,8,7,720,970,0,0,950,980,150,450,0,0,250,25,296,11,92000,22005925_CD_2024-09-25_5
X,22005925,Market Watch,AQU,2026-01-10,1,USA,MOC, ,6.5, ,6 1/2F,D,1,6,6,0,0,6,3,460,670,0,0,600,425,0,0,0,0,0,150,39,6,75000,22005925_AQU_2026-01-10_1
 ,20013396,Martini Martin,DEL,2025-07-18,1,USA,CLM, ,8.32, ,1M 70Y,D,5,7,6,5,0,5,4,950,560,660,0,260,630,0,200,100,0,300,150,32,7,17000,20013396_DEL_2025-07-18_1
 ,20013396,Martini Martin,DEL,2025-08-21,6,USA,CLM, ,8.32, ,1M 70Y,D,7,7,7,7,0,7,4,520,570,710,0,630,460,0,0,0,0,0,100,62,7,19000,20013396_DEL_2025-08-21_6
X,20013396,Martini Martin,LRL,2025-11-08,4,USA,CLM, ,8.5, ,1 1/16M,D,4,9,9,9,0,9,8,1770,1410,1460,0,1610,1920,0,0,0,0,0,1050,415,9,19640,20013396_LRL_2025-11-08_4
X,20013396,Martini Martin,LRL,2025-12-28,8,USA,CLM, ,9.0, ,1 1/8M,D,6,6,6,6,0,5,5,850,1250,1410,0,1300,1375,0,0,0,0,500,1900,322,6,18410,20013396_LRL_2025-12-28_8
 ,21004220,Masakado,DEL,2025-10-04,1,USA,CLM, ,8.32, ,1M 70Y,D,8,1,2,1,0,2,3,0,10,0,0,100,300,10,250,10,0,100,25,30,9,21000,21004220_DEL_2025-10-04_1
X,21004220,Masakado,LRL,2025-10-17,4,USA,CLM, ,8.0, ,1M,D,7,2,2,5,0,4,4,150,150,170,0,160,575,10,10,400,0,200,450,34,9,21260,21004220_LRL_2025-10-17_4
X,21004220,Masakado,LRL,2025-11-29,2,USA,CLM, ,8.5, ,1 1/16M,D,1,1,1,1,0,1,1,0,0,0,0,0,0,10,100,450,0,450,825,28,8,19140,21004220_LRL_2025-11-29_2
X,21004220,Masakado,LRL,2025-12-13,2,USA,SOC, ,9.0, ,1 1/8M,D,4,1,1,1,0,3,3,0,0,0,0,20,775,100,50,50,0,600,275,14,5,24000,21004220_LRL_2025-12-13_2
X,22003263,Masayoshi,IND,2025-07-04,5,USA,ALW, ,8.5, ,1 1/16M,T,1,11,11,12,0,11,10,2060,2010,1660,0,1350,1275,150,50,0,0,200,75,123,12,34000,22003263_IND_2025-07-04_5
X,22003263,Masayoshi,LRL,2025-11-07,9,USA,ALW, ,6.0, ,6F,D,2,9,9,0,0,8,6,780,870,0,0,670,485,0,0,0,0,300,150,486,9,54910,22003263_LRL_2025-11-07_9
X,22003263,Masayoshi,LRL,2025-11-16,8,USA,ALW, ,8.5, ,1 1/16M,D,1,5,4,6,0,7,7,300,700,1310,0,1360,1980,50,10,50,0,800,1500,212,8,50000,22003263_LRL_2025-11-16_8
 ,F0047121,Masen (GB),DEL,2025-10-08,5,USA,SOC, ,6.0, ,6F,D,1,1,2,0,0,5,7,0,100,0,0,210,1125,50,10,0,0,10,0,292,7,32000,F0047121_DEL_2025-10-08_5
X,F0047121,Masen (GB),LRL,2025-10-25,12,USA,SOC, ,5.5, ,5 1/2F,T,4,2,3,0,0,10,10,100,100,0,0,780,1795,50,10,0,0,0,0,385,10,40110,F0047121_LRL_2025-10-25_12
X,F0047121,Masen (GB),LRL,2025-11-22,2,USA,SOC, ,8.0, ,1M,T,6,1,1,1,0,1,6,0,0,0,0,0,275,150,200,100,0,50,350,58,11,26520,F0047121_LRL_2025-11-22_2
X,20003449,Master of None,LRL,2025-10-18,2,USA,SOC, ,9.0, ,1 1/8M,D,1,3,3,3,0,4,3,250,200,350,0,550,500,50,50,150,0,500,350,138,6,29435,20003449_LRL_2025-10-18_2
X,20003449,Master of None,LRL,2025-11-09,4,USA,SOC, ,8.5, ,1 1/16M,D,3,7,7,7,0,6,6,660,660,850,0,220,425,150,150,50,0,400,875,231,8,30000,20003449_LRL_2025-11-09_4
X,20003449,Master of None,LRL,2025-11-29,5,USA,SOC, ,8.5, ,1 1/16M,D,1,6,7,5,0,8,8,460,830,560,0,870,705,200,50,150,0,2500,4425,164,9,31370,20003449_LRL_2025-11-29_5
X,20003449,Master of None,LRL,2025-12-13,2,USA,SOC, ,9.0, ,1 1/8M,D,3,5,5,5,0,4,4,900,250,760,0,620,1050,0,0,0,0,300,875,171,5,24000,20003449_LRL_2025-12-13_2
X,23014465,Master Schemer,LRL,2025-11-28,9,USA,MCL, ,6.0, ,6F,D,3,7,7,0,0,4,4,1270,970,0,0,760,925,0,0,0,0,10,650,217,7,31850,23014465_LRL_2025-11-28_9
X,23014465,Master Schemer,LRL,2025-12-13,4,USA,MCL, ,8.0, ,1M,D,6,4,4,2,0,4,4,400,260,100,0,460,700,100,10,50,0,10,150,128,6,30450,23014465_LRL_2025-12-13_4
X,23019680,Matthew's Ticket,LRL,2025-12-20,3,USA,MSW, ,7.0, ,7F,D,4,4,5,0,0,3,3,800,660,0,0,250,575,100,400,0,0,150,75,71,7,47500,23019680_LRL_2025-12-20_3
 ,22014043,Maupansant,PEN,2025-08-06,4,USA,MCL, ,8.5, ,1 1/16M,D,3,6,3,2,0,2,1,600,400,100,0,50,0,50,10,200,0,100,50,24,8,17000,22014043_PEN_2025-08-06_4
X,22014043,Maupansant,LRL,2025-11-16,1,USA,SOC, ,8.5, ,1 1/16M,T,3,5,5,5,0,7,2,520,620,810,0,1070,875,200,300,200,0,10,10,707,10,28540,22014043_LRL_2025-11-16_1
X,22014043,Maupansant,LRL,2025-11-30,2,USA,CLM, ,8.0, ,1M,D,6,7,7,5,0,4,4,820,1010,1110,0,760,625,0,0,10,0,10,325,46,7,25200,22014043_LRL_2025-11-30_2
X,22014043,Maupansant,LRL,2026-01-09,1,USA,CLM, ,8.0, ,1M,D,8,6,8,7,0,4,4,370,610,430,0,410,460,50,50,300,0,200,225,107,9,25870,22014043_LRL_2026-01-09_1
X,21009283,Maximo Madness,CNL,2025-08-15,8,USA,CLM, ,8.0, ,1M,T,5,5,5,4,0,4,4,500,460,550,0,550,325,100,10,150,0,150,200,97,11,25000,21009283_CNL_2025-08-15_8
X,21009283,Maximo Madness,LRL,2025-10-26,7,USA,SOC, ,8.5, ,1 1/16M,T,9,2,2,2,0,2,4,200,150,50,0,50,110,100,300,250,0,50,5,326,10,26020,21009283_LRL_2025-10-26_7
X,21009283,Maximo Madness,LRL,2025-11-28,5,USA,CLM, ,8.5, ,1 1/16M,D,3,4,5,4,0,3,4,750,600,410,0,700,1050,200,250,50,0,100,375,37,8,21300,21009283_LRL_2025-11-28_5
X,21018316,Medagooch,LRL,2025-10-10,9,USA,ALW, ,6.0, ,6F,D,7,2,1,0,0,1,4,150,0,0,0,0,300,200,10,0,0,10,325,44,8,55880,21018316_LRL_2025-10-10_9
X,21018316,Medagooch,LRL,2025-11-14,7,USA,ALW, ,6.0, ,6F,D,1,1,1,0,0,5,7,0,0,0,0,470,1200,100,50,0,0,150,10,197,9,49500,21018316_LRL_2025-11-14_7
X,21018316,Medagooch,LRL,2025-11-30,4,USA,ALW, ,6.0, ,6F,D,4,6,6,0,0,6,6,410,610,0,0,910,1400,0,0,0,0,0,0,136,6,48000,21018316_LRL_2025-11-30_4
 ,21012490,Meg,TIM,2025-08-30,8,USA,ALW, ,8.5, ,1 1/16M,D,5,3,4,2,0,2,2,150,160,150,0,200,125,10,200,10,0,10,250,23,5,45100,21012490_TIM_2025-08-30_8
X,21012490,Meg,LRL,2025-09-28,8,USA,ALW, ,8.0, ,1M,D,1,4,3,4,0,4,5,170,210,310,0,700,725,250,150,350,0,100,300,61,6,50470,21012490_LRL_2025-09-28_8
X,21012490,Meg,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,2,12,12,0,0,9,7,1470,1520,0,0,950,1000,0,0,0,0,150,175,868,12,102030,21012490_LRL_2025-10-11_7
 ,21009051,Melt With You,PRX,2025-10-22,10,USA,CLM, ,8.32, ,1M 70Y,D,4,3,3,2,0,1,4,310,250,10,0,0,535,50,200,100,0,200,150,26,10,26000,21009051_PRX_2025-10-22_10
 ,21009051,Melt With You,PEN,2025-11-13,1,USA,CLM, ,8.32, ,1M 70Y,D,1,4,4,2,0,1,1,250,200,50,0,0,0,400,250,300,0,300,900,12,7,18000,21009051_PEN_2025-11-13_1
 ,21009051,Melt With You,PEN,2025-11-28,8,USA,CLM, ,8.0, ,1M,D,4,5,5,5,0,3,2,220,310,400,0,200,200,10,150,100,0,150,10,33,9,22000,21009051_PEN_2025-11-28_8
X,23009267,Mezzo Soprano,LRL,2025-11-22,3,USA,MCL, ,6.0, ,6F,D,6,9,9,0,0,8,8,1120,1560,0,0,2210,2405,0,0,0,0,400,625,229,9,32400,23009267_LRL_2025-11-22_3
 ,23013020,Mickeymac,DEL,2025-10-11,6,USA,MSW, ,7.5,A,7 1/2F,T,1,7,8,0,0,7,7,430,460,0,0,770,1045,250,0,0,0,100,350,266,8,45000,23013020_DEL_2025-10-11_6
X,23013020,Mickeymac,LRL,2025-11-02,4,USA,MCL, ,8.5, ,1 1/16M,T,4,3,3,3,0,4,5,700,600,650,0,610,725,10,250,250,0,10,150,139,10,36050,23013020_LRL_2025-11-02_4
X,23013020,Mickeymac,LRL,2025-11-28,1,USA,MCL, ,8.0, ,1M,D,7,7,8,8,0,8,9,520,810,980,0,1630,2260,50,500,200,0,300,850,43,12,29180,23013020_LRL_2025-11-28_1
X,19002714,Mischief Motion,LRL,2025-09-06,2,USA,ALW, ,8.5, ,1 1/16M,D,3,3,5,5,0,5,5,250,360,1210,0,2400,3925,10,0,0,0,0,0,217,5,49000,19002714_LRL_2025-09-06_2
X,19002714,Mischief Motion,LRL,2025-09-26,1,USA,SOC, ,5.5, ,5 1/2F,T,6,8,8,0,0,6,7,870,760,0,0,960,950,200,200,0,0,50,275,347,9,31950,19002714_LRL_2025-09-26_1
X,19002714,Mischief Motion,LRL,2025-11-01,1,USA,SOC, ,8.0, ,1M,T,8,1,1,2,0,4,8,0,0,10,0,310,1020,250,200,200,0,150,425,677,9,31950,19002714_LRL_2025-11-01_1
X,19002714,Mischief Motion,LRL,2025-12-12,1,USA,SOC, ,7.0, ,7F,D,4,5,4,0,0,7,7,410,760,0,0,810,1200,100,50,0,0,600,575,100,8,27900,19002714_LRL_2025-12-12_1
 ,23013653,Miss Fulton Gal,DEL,2025-10-11,7,USA,STK, ,8.0, ,1M,D,2,6,7,8,0,8,5,270,430,920,0,1210,1125,10,100,100,0,200,150,65,9,100000,23013653_DEL_2025-10-11_7
X,23013653,Miss Fulton Gal,LRL,2025-11-15,5,USA,AOC, ,8.0, ,1M,D,7,4,4,5,0,2,2,650,350,270,0,150,300,10,10,150,0,50,150,24,8,54410,23013653_LRL_2025-11-15_5
X,23013653,Miss Fulton Gal,LRL,2025-12-07,7,USA,AOC, ,8.5, ,1 1/16M,D,6,6,5,5,0,4,4,800,400,710,0,750,1850,0,100,500,0,150,250,10,6,49735,23013653_LRL_2025-12-07_7
X,21012274,Miss Harriett,LRL,2025-04-27,9,USA,AOC, ,6.0, ,6F,D,3,1,1,0,0,3,3,0,0,0,0,60,525,100,50,0,0,300,225,37,5,56000,21012274_LRL_2025-04-27_9
 ,21012274,Miss Harriett,DEL,2025-05-31,6,USA,STK, ,6.0, ,6F,D,1,1,1,0,0,2,2,0,0,0,0,300,650,50,50,0,0,300,200,133,6,100000,21012274_DEL_2025-05-31_6
X,21012274,Miss Harriett,LRL,2025-11-22,6,USA,STK, ,6.5, ,6 1/2F,D,5,1,1,0,0,3,3,0,0,0,0,110,735,200,250,0,0,500,100,49,5,100000,21012274_LRL_2025-11-22_6
 ,23006398,Miss Mary Ann,PEN,2025-12-05,1,USA,MSW, ,6.0, ,6F,D,5,9,8,0,0,7,7,660,620,0,0,520,675,100,10,0,0,100,175,148,10,34000,23006398_PEN_2025-12-05_1
X,20001748,Miss Stones,CNL,2025-09-05,6,USA,CLM, ,5.5, ,5 1/2F,T,4,3,3,0,0,3,7,260,300,0,0,150,400,250,150,0,0,10,50,185,8,25000,20001748_CNL_2025-09-05_6
 ,20001748,Miss Stones,FL ,2025-10-14,2,USA,ALW, ,5.5, ,5 1/2F,D,6,1,1,0,0,1,2,0,0,0,0,0,5,50,100,0,0,350,200,72,8,24500,20001748_FL_2025-10-14_2
 ,20001748,Miss Stones,FL ,2025-11-26,8,USA,ALW, ,5.5, ,5 1/2F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,150,100,0,0,200,250,12,8,24500,20001748_FL_2025-11-26_8
 ,21007664,Missy Boss,DEL,2025-10-15,3,USA,CLM, ,8.32, ,1M 70Y,D,2,1,1,3,0,6,5,0,0,200,0,230,1260,50,10,10,0,300,500,66,9,16000,21007664_DEL_2025-10-15_3
 ,21007664,Missy Boss,PEN,2025-11-13,2,USA,CLM, ,8.5, ,1 1/16M,D,2,1,1,1,0,1,1,0,0,0,0,0,0,150,150,200,0,500,875,70,6,12000,21007664_PEN_2025-11-13_2
X,21007664,Missy Boss,LRL,2025-11-28,5,USA,CLM, ,8.5, ,1 1/16M,D,6,1,1,1,0,1,1,0,0,0,0,0,0,200,250,100,0,350,625,96,8,21300,21007664_LRL_2025-11-28_5
X,21007664,Missy Boss,LRL,2025-12-28,4,USA,SOC, ,8.5, ,1 1/16M,D,2,1,1,2,0,5,6,0,0,100,0,750,3100,200,400,150,0,600,0,57,6,24000,21007664_LRL_2025-12-28_4
X,21012519,Mister Agent,LRL,2025-10-12,4,USA,CLM, ,5.5, ,5 1/2F,D,5,3,2,0,0,2,2,200,200,0,0,100,25,500,100,0,0,350,475,23,7,18640,21012519_LRL_2025-10-12_4
X,21012519,Mister Agent,LRL,2025-11-07,4,USA,CLM, ,6.0, ,6F,D,4,4,4,0,0,4,4,550,560,0,0,800,1225,50,250,0,0,200,325,24,8,20760,21012519_LRL_2025-11-07_4
X,21012519,Mister Agent,LRL,2025-11-16,10,USA,CLM, ,8.0, ,1M,D,7,4,2,3,0,3,5,400,50,160,0,850,1300,200,50,350,0,150,350,52,8,21030,21012519_LRL_2025-11-16_10
X,21012519,Mister Agent,LRL,2025-12-26,1,USA,CLM, ,6.0, ,6F,D,2,4,6,0,0,8,7,400,810,0,0,670,685,50,100,0,0,200,100,98,11,23070,21012519_LRL_2025-12-26_1
X,21002408,Mister Lincoln,LRL,2025-11-23,8,USA,AOC, ,5.5, ,5 1/2F,T,8,7,7,0,0,5,3,560,650,0,0,560,60,200,200,0,0,200,5,48,11,55500,21002408_LRL_2025-11-23_8
X,21002408,Mister Lincoln,LRL,2025-12-07,4,USA,SOC, ,6.0, ,6F,D,3,2,3,0,0,3,3,10,400,0,0,400,475,150,150,0,0,250,450,29,7,40830,21002408_LRL_2025-12-07_4
 ,21002408,Mister Lincoln,PRX,2025-12-29,7,USA,CLM, ,7.0, ,7F,D,2,5,6,0,0,6,6,160,470,0,0,1000,1060,50,10,0,0,100,550,18,10,32000,21002408_PRX_2025-12-29_7
X,23014975,Mister Roscoe,LRL,2025-09-14,3,USA,MSW, ,5.5, ,5 1/2F,T,4,4,4,0,0,6,6,250,310,0,0,570,850,100,10,0,0,350,175,106,8,50115,23014975_LRL_2025-09-14_3
X,23014975,Mister Roscoe,LRL,2025-09-27,8,USA,MCL, ,6.0, ,6F,D,7,4,2,0,0,1,1,160,10,0,0,0,0,200,50,0,0,200,625,19,8,34150,23014975_LRL_2025-09-27_8
X,23014975,Mister Roscoe,LRL,2025-10-10,2,USA,CLM, ,6.0, ,6F,D,2,3,3,0,0,2,2,60,250,0,0,250,225,250,150,0,0,150,525,23,4,30000,23014975_LRL_2025-10-10_2
X,23014975,Mister Roscoe,LRL,2025-12-13,5,USA,CLM, ,8.0, ,1M,D,5,4,4,5,0,6,6,600,250,260,0,1050,2150,10,10,10,0,400,325,122,7,45300,23014975_LRL_2025-12-13_5
 ,19016350,Mistical Curlin,DEL,2025-07-09,4,USA,SOC, ,8.0, ,1M,D,1,3,4,3,0,3,1,150,210,110,0,210,0,50,50,10,0,300,10,16,7,27000,19016350_DEL_2025-07-09_4
 ,19016350,Mistical Curlin,DEL,2025-10-02,8,USA,AOC, ,8.0, ,1M,D,3,4,4,5,0,5,4,250,220,270,0,310,525,50,50,100,0,150,25,23,6,47000,19016350_DEL_2025-10-02_8
 ,19016350,Mistical Curlin,PEN,2025-11-28,8,USA,CLM, ,8.0, ,1M,D,9,4,4,3,0,4,6,120,160,200,0,350,660,100,150,50,0,50,250,17,9,22000,19016350_PEN_2025-11-28_8
X,23005607,Mo Missile,LRL,2025-09-13,5,USA,MCL, ,5.5, ,5 1/2F,D,9,1,1,0,0,1,1,0,0,0,0,0,0,300,150,0,0,250,50,11,10,27100,23005607_LRL_2025-09-13_5
X,23005607,Mo Missile,LRL,2025-10-10,2,USA,CLM, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,10,200,0,0,250,225,6,4,30000,23005607_LRL_2025-10-10_2
X,23005607,Mo Missile,LRL,2025-11-21,4,USA,AOC, ,6.0, ,6F,D,1,4,5,0,0,7,7,260,400,0,0,960,1430,50,150,0,0,0,0,93,7,53910,23005607_LRL_2025-11-21_4
X,23012790,Momaxie,LRL,2025-12-19,7,USA,MCL, ,6.0, ,6F,D,6,1,1,0,0,1,1,0,0,0,0,0,0,100,50,0,0,200,425,106,7,42730,23012790_LRL_2025-12-19_7
